Tag MAC,Frequency,Polynomial,Inverse,Required Power @15mV (dBm),Required Power @40mV (dBm)
58_E6_C5_01_10_FC,955,"[0.20590928589649918, 3.3341904108243416, -41.482427159770594]","[-0.0016972383129130366, 0.11842702245065734, 7.991258747115175]",-30.9432290086705,-26.38102176426492
58_E6_C5_01_10_FC,965,"[0.2083060278013844, 3.3717070499111954, -41.31621833963976]","[-0.0016895311142599314, 0.11770758686765878, 7.898040936743375]",-30.657846653733237,-26.043804124724165
58_E6_C5_01_10_FC,975,"[0.2098048951197186, 3.4066768935882226, -41.15161511131176]","[-0.0016818467065757947, 0.1172935054869565, 7.818521066054563]",-30.38755133592727,-25.729805024443323
58_E6_C5_01_10_FC,985,"[0.20874420372742122, 3.4419122116461938, -40.986288119781605]","[-0.0016706188422132777, 0.11768562403873341, 7.764743662240635]",-30.134583952639744,-25.448932901944524
58_E6_C5_01_10_FC,995,"[0.21373675188295435, 3.401274825153153, -40.60918913911773]","[-0.0017441174193862934, 0.11529556579098367, 7.692078447800198]",-29.830920023551023,-25.15380258669361
98_A3_16_8F_18_38,705,"[0.1834394210046959, 3.695368771170903, -35.77779461694269]","[-0.0018534508350651117, 0.1249252093017676, 6.866130903390994]",-24.425290895137785,-19.649811926812763
98_A3_16_8F_18_38,715,"[0.18559280014835414, 3.730535806551988, -36.527989447714965]","[-0.0017622271289236392, 0.12490088981774321, 6.945371589862405]",-25.064459745435705,-20.240976982489695
98_A3_16_8F_18_38,725,"[0.2098924036670511, 3.621687932913596, -37.06243888644899]","[-0.0019058084583827742, 0.11460701997456291, 6.913628621069071]",-25.71547267570753,-20.846288192627476
98_A3_16_8F_18_38,735,"[0.2287516031184542, 3.536780782275478, -37.61100617303067]","[-0.001980163264076758, 0.10762937621089398, 6.91642795979123]",-26.35566817258438,-21.451434911951065
98_A3_16_8F_18_38,745,"[0.2572934895731986, 3.3776444985824847, -38.04718113361041]","[-0.0021376892492176443, 0.09698687197874944, 6.881676459101276]",-27.013479229489192,-22.086251254657277
98_A3_16_8F_18_38,755,"[0.2706845708198263, 3.2994392479231163, -38.56712730246167]","[-0.00215540124904161, 0.09327359764001922, 6.926053686305273]",-27.647005168165126,-22.712463586962347
98_A3_16_8F_18_38,765,"[0.28364183204195975, 3.2119630792508884, -39.05454383312994]","[-0.0021744286778658645, 0.08981838745174948, 6.976330514110252]",-28.276289014767357,-23.346248929912562
98_A3_16_8F_18_38,775,"[0.30546846956265494, 3.032270691745368, -39.34344251184048]","[-0.0022941662287984947, 0.08256002231750728, 6.995809537223864]",-28.89173726994584,-24.000997956588066
98_A3_16_8F_18_38,785,"[0.3236383560546446, 2.866104297236805, -39.685619921246776]","[-0.0023706386467519506, 0.07721693174384817, 7.045503232812201]",-29.550652102680544,-24.708890408596787
98_A3_16_8F_18_38,795,"[0.350977958999056, 2.617250858866575, -39.863813668535464]","[-0.0025219237512741828, 0.0685011092839272, 7.060584216628263]",-30.20225749433532,-25.43304177815888
98_A3_16_8F_18_38,805,"[0.374559291374141, 2.3850447710528537, -40.05216486075587]","[-0.002632945803239987, 0.0616091493349595, 7.096248969993601]",-30.846499882010285,-26.157082436335397
98_A3_16_8F_18_38,815,"[0.4073477287915649, 2.0645994643604637, -40.052637586085595]","[-0.0028117465663812058, 0.05159088184313349, 7.099475381141375]",-31.474299401937493,-26.89345973400171
98_A3_16_8F_18_38,825,"[0.4345647459741245, 1.782243171565879, -40.121677495736726]","[-0.002921266678046011, 0.04445709638751362, 7.1326217414429145]",-32.10837735470044,-27.633713383673566
98_A3_16_8F_18_38,835,"[0.46694606177955245, 1.4270194609816225, -39.97496592218514]","[-0.0030908940310851816, 0.03505585187604751, 7.1469154981425955]",-32.68615988035358,-28.356739764369905
98_A3_16_8F_18_38,845,"[0.49508454510641287, 1.0778594297533932, -39.73680702184318]","[-0.003261120945029311, 0.026293646723097388, 7.171904920251259]",-33.18718929538083,-29.023686386072924
98_A3_16_8F_18_38,855,"[0.5052314014927461, 0.856318680509239, -39.5996698170175]","[-0.0033667349148632257, 0.02181120810838881, 7.2457150630693254]",-33.57558322560112,-29.565709586134602
98_A3_16_8F_18_38,865,"[0.4986630272941195, 0.7593455749484351, -39.49744734854413]","[-0.003464874709622806, 0.01955241816566699, 7.34029934868967]",-33.78413820307887,-29.91059054452404
98_A3_16_8F_18_38,875,"[0.4568292114917514, 0.9758923539692276, -39.81513284765399]","[-0.0033841760038838035, 0.027798213350841986, 7.537404085777642]",-33.822193943386445,-29.998728601402437
98_A3_16_8F_18_38,885,"[0.39484655986615547, 1.3915818181789288, -40.31249382327386]","[-0.003191516345300977, 0.04310762355154716, 7.783068212635057]",-33.64839898221557,-29.80611074032262
98_A3_16_8F_18_38,895,"[0.32614473866997795, 1.920969432502652, -40.93488298114495]","[-0.002839729965784312, 0.06557352122733352, 8.054510051174152]",-33.3410071762229,-29.410535619757276
98_A3_16_8F_18_38,905,"[0.27199969346164055, 2.383268932476043, -41.39083838119134]","[-0.002469715099917361, 0.0868099952046132, 8.246504715987188]",-32.942106954789395,-28.89792055133516
98_A3_16_8F_18_38,915,"[0.2412711980690206, 2.6814797986471524, -41.52388255771938]","[-0.002225521709275618, 0.09993238693058798, 8.300529090094258]",-32.49292965907131,-28.349048982104403
98_A3_16_8F_18_38,925,"[0.21968478964205299, 2.9279700419806014, -41.61781682086905]","[-0.0020043957693032517, 0.11021385788651616, 8.300703729619709]",-32.07766067016394,-27.827454662287252
98_A3_16_8F_18_38,935,"[0.2115752691128134, 3.0698788251309406, -41.592064297856226]","[-0.001890851158818522, 0.11434301009030065, 8.233212049044417]",-31.727083498268236,-27.38857073469029
98_A3_16_8F_18_38,945,"[0.2085650979766855, 3.1689770792661447, -41.51971364622592]","[-0.001818603343153532, 0.11624871207731463, 8.146881823822758]",-31.408444997665136,-26.9916204714309
98_A3_16_8F_18_38,955,"[0.21207855026043412, 3.206869631984702, -41.34624803349316]","[-0.0018125749131428625, 0.11516658076800433, 8.03735000635668]",-31.106598421496003,-26.630563332404037
98_A3_16_8F_18_38,965,"[0.2101766147120158, 3.2901442070893734, -41.29007560679365]","[-0.0017534123772333153, 0.11645245151799703, 7.959915528852688]",-30.838862177545593,-26.293082255259087
98_A3_16_8F_18_38,975,"[0.21463841471232945, 3.3008800389601833, -41.06483491271628]","[-0.0017740587580697457, 0.11478693244804757, 7.863494005028358]",-30.551827541367633,-25.96752294841312
98_A3_16_8F_18_38,985,"[0.21758039052808834, 3.3017729151157735, -40.813696005874206]","[-0.0018036795822422302, 0.11347075575314988, 7.789112354232166]",-30.276695595835506,-25.673056417514115
98_A3_16_8F_18_38,995,"[0.2173537004431826, 3.3111773396631636, -40.53472212500891]","[-0.0018251434623972938, 0.11323783994639186, 7.733931221337865]",-29.973916501057346,-25.362475508665092
58_E6_C5_00_F6_64,705,"[0.20127813128779531, 3.5750348058050925, -35.70108366258075]","[-0.0020710813922236227, 0.1154427426383138, 6.790085928912839]",-24.543629537761586,-19.774252298945854
58_E6_C5_00_F6_64,715,"[0.2081012995299752, 3.573006492854978, -36.417297738110335]","[-0.0020154433359632702, 0.11384291018302976, 6.8592718774328425]",-25.21529843738456,-20.40510005184146
58_E6_C5_00_F6_64,725,"[0.22592818386573615, 3.5112806647856347, -37.076654496895976]","[-0.0020586397298604756, 0.10738318861756914, 6.869802083866316]",-25.911077741173287,-21.04957070910552
58_E6_C5_00_F6_64,735,"[0.2479819097108688, 3.4103466662301893, -37.66359796177017]","[-0.002140040634311012, 0.09949521472125773, 6.865815898724758]",-26.60962375110284,-21.708744139424237
58_E6_C5_00_F6_64,745,"[0.26295441999638935, 3.342435042978508, -38.2808612255959]","[-0.00214324846543837, 0.09552233124649381, 6.906115586068316]",-27.300993658364902,-22.372781795959966
58_E6_C5_00_F6_64,755,"[0.28295752010460856, 3.21967172215104, -38.78616787445666]","[-0.002208354915378714, 0.08930894449071176, 6.928765331068959]",-27.992056090291776,-23.05874871844962
58_E6_C5_00_F6_64,765,"[0.3034150545185643, 3.0707067601352627, -39.20664009549073]","[-0.002281620829831992, 0.08332590853995846, 6.959493403112732]",-28.665906843789628,-23.750352043438212
58_E6_C5_00_F6_64,775,"[0.3257162665323961, 2.888604419104094, -39.551932876968074]","[-0.002378682069972176, 0.0765853165030814, 6.988456741931465]",-29.340795167786,-24.46392727112959
58_E6_C5_00_F6_64,785,"[0.3502660616011608, 2.6694869382913047, -39.84887231674627]","[-0.0024869915306565825, 0.06942951516338457, 7.023898253277951]",-30.05107894227386,-25.235095206142574
58_E6_C5_00_F6_64,795,"[0.3780324220409174, 2.4084682118824956, -40.04195808369517]","[-0.002617835627981456, 0.06135186134223785, 7.051523115532577]",-30.747390922899037,-26.013207632321567
58_E6_C5_00_F6_64,805,"[0.4054914954077199, 2.1352076523698695, -40.18649794521912]","[-0.0027363399267638627, 0.05383425294850507, 7.085965458750865]",-31.430561997476467,-26.792114310442877
58_E6_C5_00_F6_64,815,"[0.4376171339515525, 1.8056086768673005, -40.18587289138499]","[-0.0028840829206561373, 0.04505466508168526, 7.108296702740898]",-32.0869129922305,-27.570179865223352
58_E6_C5_00_F6_64,825,"[0.46744707977575906, 1.4856982149383107, -40.1894664329892]","[-0.0029918711988771948, 0.03786748648106557, 7.1462633855089]",-32.73808114624724,-28.34796365677566
58_E6_C5_00_F6_64,835,"[0.4955061997224708, 1.1444085924444365, -40.028956511990586]","[-0.0031289622095657973, 0.03022073505069367, 7.1847675282477725]",-33.29602809285882,-29.0646062322608
58_E6_C5_00_F6_64,845,"[0.5160463513549669, 0.8372634392969038, -39.7856968046753]","[-0.0032745378986220436, 0.023239436613262044, 7.231990118172053]",-33.73390094007461,-29.6748610448144
58_E6_C5_00_F6_64,855,"[0.5094989996801005, 0.7403087631970605, -39.7414003537427]","[-0.00333771054699382, 0.022145432415454306, 7.342737294161445]",-34.00017785775514,-30.077313965721014
58_E6_C5_00_F6_64,865,"[0.47644291193690563, 0.8736207433914116, -39.912297502160975]","[-0.0033325294786975537, 0.026531892800797943, 7.5001530092276445]",-34.05247747730234,-30.20626096566931
58_E6_C5_00_F6_64,875,"[0.410094969499158, 1.3318709359907808, -40.52657360919687]","[-0.003110967523053302, 0.04289609328977028, 7.7575544737899955]",-33.912354075321375,-30.03295898187133
58_E6_C5_00_F6_64,885,"[0.3397424322455571, 1.8667094557975172, -41.104791006960276]","[-0.0028051401450745026, 0.06371395270588054, 8.011986075832363]",-33.55813476898565,-29.59556703412907
58_E6_C5_00_F6_64,895,"[0.28411339978599137, 2.3273832090267432, -41.47180095642576]","[-0.0024873015644458775, 0.0833852306109666, 8.18935429258296]",-33.08557457453843,-29.020197547539503
58_E6_C5_00_F6_64,905,"[0.24877884048355103, 2.6603642772736475, -41.59002686516034]","[-0.002229250545260271, 0.09779771698893486, 8.252133936467377]",-32.56119829330523,-28.390923168610453
58_E6_C5_00_F6_64,915,"[0.23269167248263642, 2.8493861003097543, -41.450522240386434]","[-0.002097372030170774, 0.10470230810675628, 8.206754873947489]",-32.027788906576035,-27.773051297970945
58_E6_C5_00_F6_64,925,"[0.22086460392419777, 3.0176454293892183, -41.35626557655618]","[-0.0019663291241883395, 0.11036435793300381, 8.143869356901911]",-31.564611764561604,-27.21904700972049
