Tag MAC,Frequency,Polynomial,Inverse,Required Power @15mV (dBm),Required Power @40mV (dBm)
58_E6_C5_01_12_50,765,"[0.35963298700708646, 2.752146322360873, -39.21381465128166]","[-0.002110438745502356, 0.08858355239906, 7.05165330283251]",-29.123482831497537,-24.167653493307675
58_E6_C5_01_12_50,775,"[0.3802798417449209, 2.5577225398683563, -39.497625573962374]","[-0.0021628793362709654, 0.08441697810209638, 7.114030120064927]",-29.78238866718575,-24.887711389716902
58_E6_C5_01_12_50,785,"[0.40865824926320776, 2.2785359724362095, -39.61430911592449]","[-0.0022628468268534353, 0.07848958420953092, 7.168972904489131]",-30.447009379143175,-25.648111932793277
58_E6_C5_01_12_50,795,"[0.4409403990533201, 1.9456874366759793, -39.59178264836221]","[-0.0023880402937842024, 0.07168743544030112, 7.2199554081873245]",-31.089111151636274,-26.414133531227897
58_E6_C5_01_12_50,805,"[0.46938237015327333, 1.6382841871698715, -39.60869709823354]","[-0.0024669594306442853, 0.06652827677398854, 7.284195010262073]",-31.72990881726018,-27.17798795846246
58_E6_C5_01_12_50,815,"[0.500757266282864, 1.2827037910461274, -39.46110826317435]","[-0.002574382096524055, 0.060502930457435905, 7.34235540224514]",-32.31516061856751,-27.915148037104267
58_E6_C5_01_12_50,825,"[0.5321278225122168, 0.9081362629999349, -39.218615290621486]","[-0.0026807760401810835, 0.05465380193779567, 7.403051726647168]",-32.85695821561627,-28.62750427572538
58_E6_C5_01_12_50,835,"[0.5569496130426338, 0.5571664384672608, -38.882065241453965]","[-0.0027976607606859725, 0.049323939718608795, 7.472520157677777]",-33.288820578604444,-29.247868855072234
58_E6_C5_01_12_50,845,"[0.568647032343502, 0.29583966853052407, -38.558270905831556]","[-0.002909310211468417, 0.045468313389710094, 7.5566541647938115]",-33.58692881057954,-29.728900959562964
58_E6_C5_01_12_50,855,"[0.5567984826962438, 0.23276320986274202, -38.42497260093789]","[-0.0029940101884360737, 0.04461268038260047, 7.663256332601028]",-33.711336486368616,-29.989517175711
